image,pattern,psnr
0635x2.png,random,20.626314
0635x2.png,legendre,21.14
0636x2.png,box,20.838203
0636x2.png,random,22.004288
0636x2.png,legendre,22.171309
0637x2.png,box,25.735928
0637x2.png,random,24.407581
0637x2.png,legendre,25.072367
0638x2.png,box,19.200727
0638x2.png,random,20.370682
0638x2.png,legendre,21.972431
0639x2.png,box,20.167812
0639x2.png,random,20.875141
0639x2.png,legendre,21.698456
0640x2.png,box,23.695707
0640x2.png,random,23.069136
0640x2.png,legendre,22.9259
0641x2.png,box,20.91175
0641x2.png,random,21.587725
0641x2.png,legendre,21.337452
0642x2.png,box,21.768162
0642x2.png,random,21.810856
0642x2.png,legendre,21.514416
0643x2.png,box,19.69347
0643x2.png,random,20.806023
0643x2.png,legendre,20.556765
0644x2.png,box,21.584394
0644x2.png,random,23.037827
0644x2.png,legendre,23.243027
0645x2.png,box,21.571892
0645x2.png,random,23.013721
0645x2.png,legendre,23.611584
0646x2.png,box,22.90432
0646x2.png,random,23.114834
0646x2.png,legendre,21.817759
0647x2.png,box,20.499115
0647x2.png,random,23.743332
0647x2.png,legendre,22.08481
0648x2.png,box,23.768263
0648x2.png,random,24.283604
0648x2.png,legendre,24.071465
0649x2.png,box,20.538939
0649x2.png,random,21.486692
0649x2.png,legendre,21.638088
0650x2.png,box,25.608139
0650x2.png,random,26.124533
0650x2.png,legendre,26.378757
0651x2.png,box,21.660923
0651x2.png,random,22.774782
0651x2.png,legendre,21.2867
0652x2.png,box,22.467325
0652x2.png,random,22.45008
0652x2.png,legendre,22.52657
0653x2.png,box,21.083982
0653x2.png,random,22.470991
0653x2.png,legendre,21.966099
0654x2.png,box,22.66763
0654x2.png,random,22.711412
0654x2.png,legendre,22.922113
0655x2.png,box,23.265268
0655x2.png,random,24.093664
0655x2.png,legendre,23.88872
0656x2.png,box,21.051601
0656x2.png,random,22.24246
0656x2.png,legendre,23.517801
0657x2.png,box,21.186882
0657x2.png,random,22.178265
0657x2.png,legendre,22.041496
0658x2.png,box,21.0036
0658x2.png,random,21.571476
0658x2.png,legendre,21.572466
0659x2.png,box,21.73422
0659x2.png,random,22.271347
0659x2.png,legendre,22.0407
0660x2.png,box,20.550621
0660x2.png,random,21.94178
0660x2.png,legendre,21.563057
0661x2.png,box,25.28099
0661x2.png,random,25.60165
0661x2.png,legendre,25.07719
0662x2.png,box,21.78196
0662x2.png,random,21.064425
0662x2.png,legendre,20.460373
0663x2.png,box,21.151482
0663x2.png,random,21.087402
0663x2.png,legendre,21.514954
0664x2.png,box,21.077171
0664x2.png,random,20.48786
0664x2.png,legendre,20.004816
0665x2.png,box,22.083883
0665x2.png,random,21.2565
0665x2.png,legendre,22.096155
0666x2.png,box,25.60445
0666x2.png,random,26.391813
0666x2.png,legendre,26.662329
0667x2.png,box,21.543348
0667x2.png,random,23.416346
0667x2.png,legendre,22.418396
0668x2.png,box,21.368486
0668x2.png,random,21.34402
0668x2.png,legendre,22.240675
0669x2.png,box,20.280891
0669x2.png,random,22.449932
0669x2.png,legendre,22.94656
0670x2.png,box,24.140024
0670x2.png,random,23.872787
0670x2.png,legendre,25.068832
0671x2.png,box,20.18859
0671x2.png,random,23.924572
0671x2.png,legendre,21.771582
0672x2.png,box,21.233612
0672x2.png,random,22.88251
0672x2.png,legendre,22.756908
0673x2.png,box,21.246082
0673x2.png,random,22.375948
0673x2.png,legendre,22.809534
0674x2.png,box,21.903551
0674x2.png,random,22.058582
0674x2.png,legendre,22.693027
0675x2.png,box,21.955864
0675x2.png,random,21.196806
0675x2.png,legendre,21.566063
0676x2.png,box,22.407951
0676x2.png,random,21.393036
0676x2.png,legendre,21.984047
0677x2.png,box,24.63771
0677x2.png,random,23.653862
0677x2.png,legendre,23.492104
0678x2.png,box,21.681725
0678x2.png,random,20.34462
0678x2.png,legendre,21.154709
0679x2.png,box,20.5437
0679x2.png,random,20.992638
0679x2.png,legendre,20.40785
0680x2.png,box,22.61137
0680x2.png,random,21.967484
0680x2.png,legendre,22.347588
0681x2.png,box,20.863573
0681x2.png,random,22.695177
0681x2.png,legendre,21.831009
0682x2.png,box,22.405323
0682x2.png,random,21.853237
0682x2.png,legendre,22.071035
0683x2.png,box,21.791056
0683x2.png,random,23.154661
0683x2.png,legendre,23.128492
0684x2.png,box,22.485298
0684x2.png,random,22.517862
0684x2.png,legendre,22.857092
0685x2.png,box,22.950735
0685x2.png,random,23.023624
0685x2.png,legendre,23.572548
0686x2.png,box,21.061367
0686x2.png,random,22.110985
0686x2.png,legendre,22.356602
0687x2.png,box,22.391613
0687x2.png,random,22.327488
0687x2.png,legendre,23.192205
0688x2.png,box,24.200531
0688x2.png,random,24.070484
0688x2.png,legendre,24.081442
0689x2.png,box,25.29254
0689x2.png,random,26.527504
0689x2.png,legendre,25.184113
0690x2.png,box,21.27555
0690x2.png,random,22.09774
0690x2.png,legendre,20.863949
0691x2.png,box,22.827175
0691x2.png,random,23.549976
0691x2.png,legendre,23.150063
0692x2.png,box,21.746874
0692x2.png,random,21.868193
0692x2.png,legendre,20.96401
0693x2.png,box,20.865181
0693x2.png,random,21.413832
0693x2.png,legendre,20.978525
0694x2.png,box,21.739075
0694x2.png,random,21.580097
0694x2.png,legendre,22.286837
0695x2.png,box,21.71953
0695x2.png,random,24.335794
0695x2.png,legendre,21.640547
0696x2.png,box,23.6084
0696x2.png,random,23.806505
0696x2.png,legendre,23.331726
0697x2.png,box,22.840202
0697x2.png,random,22.008095
0697x2.png,legendre,22.510536
0698x2.png,box,24.88667
0698x2.png,random,25.605669
0698x2.png,legendre,25.896114
0699x2.png,box,22.73739
0699x2.png,random,23.00119
0699x2.png,legendre,23.325333
0700x2.png,box,19.45656
0700x2.png,random,20.057167
0700x2.png,legendre,22.307076
0701x2.png,box,20.640448
0701x2.png,random,22.58973
0701x2.png,legendre,22.631638
0702x2.png,box,22.110065
0702x2.png,random,21.831585
0702x2.png,legendre,22.561445
0703x2.png,box,21.385338
0703x2.png,random,22.862213
0703x2.png,legendre,21.608133
0704x2.png,box,25.030634
0704x2.png,random,25.343586
0704x2.png,legendre,25.137718
0705x2.png,box,20.851936
0705x2.png,random,21.578438
0705x2.png,legendre,21.139084
0706x2.png,box,21.729412
0706x2.png,random,21.848442
0706x2.png,legendre,21.966148
0707x2.png,box,22.267954
0707x2.png,random,21.858217
0707x2.png,legendre,21.6866
0708x2.png,box,23.797445
0708x2.png,random,24.648912
0708x2.png,legendre,24.64856
0709x2.png,box,21.437483
0709x2.png,random,21.871996
0709x2.png,legendre,20.919155
0710x2.png,box,21.899914
0710x2.png,random,21.224222
0710x2.png,legendre,21.381897
0711x2.png,box,21.2043
0711x2.png,random,22.682335
0711x2.png,legendre,22.934513
0712x2.png,box,21.001202
0712x2.png,random,21.963066
0712x2.png,legendre,21.474009
0713x2.png,box,22.332245
0713x2.png,random,20.704853
0713x2.png,legendre,21.118202
0714x2.png,box,22.84665
0714x2.png,random,22.743855
0714x2.png,legendre,22.801256
0715x2.png,box,21.462784
0715x2.png,random,21.130768
0715x2.png,legendre,21.822166
0716x2.png,box,21.889093
0716x2.png,random,23.87402
0716x2.png,legendre,23.06818
0717x2.png,box,23.577986
0717x2.png,random,23.688236
0717x2.png,legendre,24.179626
0718x2.png,box,24.885326
0718x2.png,random,25.624388
0718x2.png,legendre,26.021786
0719x2.png,box,22.19061
0719x2.png,random,22.348822
0719x2.png,legendre,22.39872
0720x2.png,box,21.504124
0720x2.png,random,21.899836
0720x2.png,legendre,21.571712
0721x2.png,box,22.296127
0721x2.png,random,23.756704
0721x2.png,legendre,22.666168
0722x2.png,box,25.680405
0722x2.png,random,26.053005
0722x2.png,legendre,25.797565
0723x2.png,box,22.035511
0723x2.png,random,22.811317
0723x2.png,legendre,23.48207
0724x2.png,box,21.40256
0724x2.png,random,23.153723
0724x2.png,legendre,22.190754
0725x2.png,box,22.664795
0725x2.png,random,23.318651
0725x2.png,legendre,22.420523
0726x2.png,box,24.754679
0726x2.png,random,23.779114
0726x2.png,legendre,23.40274
0727x2.png,box,22.356958
0727x2.png,random,21.577915
0727x2.png,legendre,23.128035
0728x2.png,box,21.29112
0728x2.png,random,22.134201
0728x2.png,legendre,21.186016
0729x2.png,box,21.937885
0729x2.png,random,21.951502
0729x2.png,legendre,22.044222
0730x2.png,box,21.194307
0730x2.png,random,23.927706
0730x2.png,legendre,23.411652
0731x2.png,box,22.291294
0731x2.png,random,23.284946
0731x2.png,legendre,25.059845
0732x2.png,box,23.158712
0732x2.png,random,23.177233
0732x2.png,legendre,23.31887
0733x2.png,box,22.40779
0733x2.png,random,22.696674
0733x2.png,legendre,22.384926
0734x2.png,box,22.39537
0734x2.png,random,23.17323
0734x2.png,legendre,22.704945
0735x2.png,box,23.522247
0735x2.png,random,25.116318
0735x2.png,legendre,22.81162
0736x2.png,box,22.579739
0736x2.png,random,22.727863
0736x2.png,legendre,21.324827
0737x2.png,box,22.368484
0737x2.png,random,21.740402
0737x2.png,legendre,22.448051
0738x2.png,box,23.40801
0738x2.png,random,26.17543
0738x2.png,legendre,22.617107
0739x2.png,box,20.296782
0739x2.png,random,22.932362
0739x2.png,legendre,21.31957
0740x2.png,box,23.08363
0740x2.png,random,23.367002
0740x2.png,legendre,22.853792
0741x2.png,box,22.626516
0741x2.png,random,22.310839
0741x2.png,legendre,21.300583
0742x2.png,box,21.766663
0742x2.png,random,21.517078
0742x2.png,legendre,21.684666
0743x2.png,box,21.457485
0743x2.png,random,20.839336
0743x2.png,legendre,20.81399
0744x2.png,box,25.571018
0744x2.png,random,24.99067
0744x2.png,legendre,24.961826
0745x2.png,box,21.534687
0745x2.png,random,21.835686
0745x2.png,legendre,22.054243
0746x2.png,box,23.51482
0746x2.png,random,25.774208
0746x2.png,legendre,25.07978
0747x2.png,box,25.074587
0747x2.png,random,26.213104
0747x2.png,legendre,26.610447
0748x2.png,box,21.292366
0748x2.png,random,22.404966
0748x2.png,legendre,22.29724
0749x2.png,box,22.44043
0749x2.png,random,22.911436
0749x2.png,legendre,24.580992
0750x2.png,box,22.06835
0750x2.png,random,21.563837
0750x2.png,legendre,21.713383
0751x2.png,box,22.858345
0751x2.png,random,22.429733
0751x2.png,legendre,22.467173
0752x2.png,box,22.307604
0752x2.png,random,24.204988
0752x2.png,legendre,22.125702
0753x2.png,box,21.667898
0753x2.png,random,21.714264
0753x2.png,legendre,21.960115
0754x2.png,box,20.841118
0754x2.png,random,21.45932
0754x2.png,legendre,21.504534
0755x2.png,box,21.755342
0755x2.png,random,23.043179
0755x2.png,legendre,22.264633
0756x2.png,box,20.341108
0756x2.png,random,21.709452
0756x2.png,legendre,21.191975
0757x2.png,box,23.664719
0757x2.png,random,23.767378
0757x2.png,legendre,24.107038
0758x2.png,box,21.267597
0758x2.png,random,21.78282
0758x2.png,legendre,22.499348
0759x2.png,box,21.375286
0759x2.png,random,22.194283
0759x2.png,legendre,21.356829
0760x2.png,box,22.817333
0760x2.png,random,23.043564
0760x2.png,legendre,23.801746
0761x2.png,box,21.269001
0761x2.png,random,21.26538
0761x2.png,legendre,21.863152
0762x2.png,box,21.877611
0762x2.png,random,22.042938
0762x2.png,legendre,23.061832
0763x2.png,box,22.602505
0763x2.png,random,21.467262
0763x2.png,legendre,22.2134
0764x2.png,box,27.157976
0764x2.png,random,27.034489
0764x2.png,legendre,26.522741
0765x2.png,box,22.383366
0765x2.png,random,23.926739
0765x2.png,legendre,22.216927
0766x2.png,box,20.146107
0766x2.png,random,22.113428
0766x2.png,legendre,21.864681
0767x2.png,box,21.322985
0767x2.png,random,21.260168
0767x2.png,legendre,20.266066
0768x2.png,box,27.382204
0768x2.png,random,27.17129
0768x2.png,legendre,27.000856
0769x2.png,box,20.85182
0769x2.png,random,23.07475
0769x2.png,legendre,22.60871
0770x2.png,box,21.177597
0770x2.png,random,23.868979
0770x2.png,legendre,22.085722
0771x2.png,box,22.097984
0771x2.png,random,23.226564
0771x2.png,legendre,22.761272
0772x2.png,box,20.700508
0772x2.png,random,21.122057
0772x2.png,legendre,20.486141
0773x2.png,box,19.575424
0773x2.png,random,21.510714
0773x2.png,legendre,20.678263
0774x2.png,box,21.359432
0774x2.png,random,21.64361
0774x2.png,legendre,22.821995
0775x2.png,box,21.874943
0775x2.png,random,21.47259
0775x2.png,legendre,21.173496
0776x2.png,box,21.074717
0776x2.png,random,20.386694
0776x2.png,legendre,21.630539
0777x2.png,box,24.963514
0777x2.png,random,26.336948
0777x2.png,legendre,26.982212
0778x2.png,box,20.464294
0778x2.png,random,23.93014
0778x2.png,legendre,21.986467
0779x2.png,box,23.95997
0779x2.png,random,24.27845
0779x2.png,legendre,23.843987
0780x2.png,box,20.6391
0780x2.png,random,20.470116
0780x2.png,legendre,23.265188
0781x2.png,box,22.736692
0781x2.png,random,20.967918
0781x2.png,legendre,21.610548
0782x2.png,box,21.33506
0782x2.png,random,22.444227
0782x2.png,legendre,21.296175
0783x2.png,box,22.997257
0783x2.png,random,22.897179
0783x2.png,legendre,22.21259
0784x2.png,box,23.99834
0784x2.png,random,23.678493
0784x2.png,legendre,24.451162
0785x2.png,box,22.095968
0785x2.png,random,22.29256
0785x2.png,legendre,22.300262
0786x2.png,box,21.697008
0786x2.png,random,22.304173
0786x2.png,legendre,22.482298
0787x2.png,box,21.809368
0787x2.png,random,23.17818
0787x2.png,legendre,22.922056
0788x2.png,box,24.353674
0788x2.png,random,23.685905
0788x2.png,legendre,23.582584
0789x2.png,box,21.471397
0789x2.png,random,21.834429
0789x2.png,legendre,21.214369
0790x2.png,box,22.207207
0790x2.png,random,23.975943
0790x2.png,legendre,22.705921
0791x2.png,box,21.533949
0791x2.png,random,22.238577
0791x2.png,legendre,21.799877
0792x2.png,box,22.259577
0792x2.png,random,22.43622
0792x2.png,legendre,22.004051
0793x2.png,box,22.128305
0793x2.png,random,22.023643
0793x2.png,legendre,22.243727
0794x2.png,box,23.451633
0794x2.png,random,24.029709
0794x2.png,legendre,24.736158
0795x2.png,box,20.6936
0795x2.png,random,22.084415
0795x2.png,legendre,22.695889
0796x2.png,box,23.941513
0796x2.png,random,24.804277
0796x2.png,legendre,24.318104
0797x2.png,box,20.374203
0797x2.png,random,21.118118
0797x2.png,legendre,20.948883
0798x2.png,box,21.48336
0798x2.png,random,21.045792
0798x2.png,legendre,21.091465
0799x2.png,box,22.77475
0799x2.png,random,22.124496
0799x2.png,legendre,21.558582
0800x2.png,box,21.995413
0800x2.png,random,24.050722
0800x2.png,legendre,23.625528
